Object,Filter,MJD,Flux,Error
Mrk142,r,58559.289,1.492,0.006
Mrk142,r,58559.856,1.53,0.027
Mrk142,r,58560.204,1.482,0.01
Mrk142,r,58560.249,1.463,0.02
Mrk142,r,58560.439,1.505,0.006
Mrk142,r,58560.863,1.512,0.017
Mrk142,r,58561.089,1.511,0.009
Mrk142,r,58561.241,1.52,0.006
Mrk142,r,58561.338,1.51,0.009
Mrk142,r,58561.882,1.496,0.025
Mrk142,r,58562.151,1.512,0.009
Mrk142,r,58562.24,1.519,0.006
Mrk142,r,58562.45,1.525,0.016
Mrk142,r,58562.864,1.517,0.017
Mrk142,r,58563.239,1.518,0.006
Mrk142,r,58563.388,1.516,0.014
Mrk142,r,58563.887,1.535,0.016
Mrk142,r,58564.277,1.582,0.01
Mrk142,r,58564.329,1.547,0.006
Mrk142,r,58564.897,1.533,0.015
Mrk142,r,58565.139,1.537,0.006
Mrk142,r,58565.249,1.54,0.006
Mrk142,r,58565.924,1.524,0.015
Mrk142,r,58566.091,1.525,0.006
Mrk142,r,58566.143,1.539,0.008
Mrk142,r,58566.258,1.507,0.012
Mrk142,r,58567.138,1.49,0.011
Mrk142,r,58568.14,1.506,0.006
Mrk142,r,58568.144,1.497,0.008
Mrk142,r,58568.432,1.503,0.006
Mrk142,r,58569.125,1.489,0.011
Mrk142,r,58570.17,1.498,0.014
Mrk142,r,58570.303,1.467,0.005
Mrk142,r,58571.18,1.456,0.007
Mrk142,r,58571.238,1.46,0.005
Mrk142,r,58571.474,1.458,0.005
Mrk142,r,58572.14,1.435,0.008
Mrk142,r,58574.139,1.425,0.008
Mrk142,r,58574.354,1.402,0.007
Mrk142,r,58575.164,1.432,0.009
Mrk142,r,58576.199,1.435,0.007
Mrk142,r,58576.296,1.432,0.006
Mrk142,r,58576.354,1.443,0.006
Mrk142,r,58577.14,1.427,0.008
Mrk142,r,58578.126,1.431,0.007
Mrk142,r,58579.148,1.445,0.007
Mrk142,r,58579.268,1.44,0.005
Mrk142,r,58580.128,1.445,0.007
Mrk142,r,58580.456,1.452,0.005
Mrk142,r,58581.148,1.459,0.007
Mrk142,r,58582.148,1.464,0.007
Mrk142,r,58582.23,1.478,0.006
Mrk142,r,58583.257,1.484,0.006
Mrk142,r,58583.914,1.48,0.015
Mrk142,r,58584.298,1.519,0.007
Mrk142,r,58584.864,1.494,0.015
Mrk142,r,58586.333,1.499,0.009
Mrk142,r,58586.88,1.504,0.015
Mrk142,r,58587.168,1.511,0.008
Mrk142,r,58587.871,1.476,0.017
Mrk142,r,58588.164,1.473,0.009
Mrk142,r,58588.329,1.461,0.006
Mrk142,r,58588.874,1.442,0.017
Mrk142,r,58589.275,1.456,0.006
Mrk142,r,58589.327,1.496,0.01
Mrk142,r,58589.862,1.449,0.033
Mrk142,r,58590.103,1.461,0.008
Mrk142,r,58590.203,1.467,0.009
Mrk142,r,58590.334,1.46,0.006
Mrk142,r,58590.896,1.448,0.016
Mrk142,r,58591.151,1.466,0.009
Mrk142,r,58591.275,1.456,0.006
Mrk142,r,58592.152,1.466,0.011
Mrk142,r,58592.298,1.419,0.007
Mrk142,r,58592.898,1.428,0.016
Mrk142,r,58593.16,1.441,0.009
Mrk142,r,58593.226,1.435,0.008
Mrk142,r,58593.342,1.445,0.006
Mrk142,r,58593.901,1.435,0.016
Mrk142,r,58594.161,1.454,0.008
Mrk142,r,58594.916,1.475,0.015
Mrk142,r,58595.185,1.467,0.008
Mrk142,r,58595.407,1.466,0.006
Mrk142,r,58595.91,1.479,0.015
Mrk142,r,58596.286,1.51,0.007
Mrk142,r,58596.303,1.462,0.016
Mrk142,r,58597.116,1.484,0.006
Mrk142,r,58597.24,1.473,0.007
Mrk142,r,58597.3,1.5,0.005
Mrk142,r,58598.168,1.489,0.006
Mrk142,r,58598.177,1.526,0.007
Mrk142,r,58598.379,1.495,0.005
Mrk142,r,58599.191,1.519,0.007
Mrk142,r,58599.246,1.496,0.006
Mrk142,r,58600.191,1.508,0.007
Mrk142,r,58602.147,1.511,0.007
Mrk142,r,58603.18,1.526,0.007
Mrk142,r,58604.202,1.519,0.007
Mrk142,r,58604.247,1.483,0.006
Mrk142,r,58605.134,1.473,0.006
Mrk142,r,58605.182,1.498,0.007
Mrk142,r,58605.246,1.473,0.005
Mrk142,r,58606.158,1.497,0.008
Mrk142,r,58607.159,1.489,0.007
Mrk142,r,58607.255,1.479,0.006
Mrk142,r,58607.28,1.467,0.005
Mrk142,r,58608.214,1.473,0.007
Mrk142,r,58609.141,1.487,0.007
Mrk142,r,58609.255,1.471,0.006
Mrk142,r,58610.175,1.481,0.01
Mrk142,r,58610.248,1.451,0.005
Mrk142,r,58611.154,1.459,0.006
Mrk142,r,58611.227,1.471,0.006
Mrk142,r,58611.325,1.449,0.005
Mrk142,r,58612.168,1.442,0.006
Mrk142,r,58612.354,1.437,0.006
Mrk142,r,58615.172,1.414,0.009
Mrk142,r,58615.336,1.429,0.006
Mrk142,r,58617.162,1.425,0.008
Mrk142,r,58618.168,1.44,0.011
Mrk142,r,58618.32,1.407,0.006
Mrk142,r,58619.175,1.4,0.014
Mrk142,r,58619.317,1.414,0.006
Mrk142,r,58620.194,1.427,0.009
Mrk142,r,58621.224,1.438,0.016
Mrk142,r,58621.227,1.436,0.011
Mrk142,r,58622.17,1.419,0.011
Mrk142,r,58622.22,1.463,0.009
Mrk142,r,58623.202,1.484,0.008
Mrk142,r,58625.185,1.479,0.006
Mrk142,r,58625.222,1.478,0.008
Mrk142,r,58626.179,1.475,0.007
Mrk142,r,58627.124,1.508,0.006
Mrk142,r,58627.159,1.508,0.007
Mrk142,r,58627.254,1.514,0.006
Mrk142,r,58628.177,1.528,0.008
Mrk142,r,58629.271,1.521,0.006
Mrk142,r,58630.181,1.511,0.007
Mrk142,r,58630.284,1.506,0.005
Mrk142,r,58631.194,1.505,0.006
Mrk142,r,58631.256,1.518,0.006
Mrk142,r,58632.162,1.533,0.011
Mrk142,r,58633.127,1.477,0.007
Mrk142,r,58633.183,1.531,0.007
Mrk142,r,58633.3,1.52,0.006
Mrk142,r,58639.284,1.517,0.006
Mrk142,r,58641.177,1.529,0.006
Mrk142,r,58642.164,1.538,0.006
Mrk142,r,58643.152,1.533,0.007
Mrk142,r,58643.288,1.524,0.006
Mrk142,r,58644.271,1.521,0.006
Mrk142,r,58645.282,1.503,0.006
Mrk142,r,58649.149,1.486,0.008
Mrk142,r,58649.261,1.488,0.006
Mrk142,r,58650.133,1.491,0.008
Mrk142,r,58650.268,1.498,0.006
Mrk142,r,58651.133,1.491,0.008
Mrk142,r,58651.267,1.495,0.006
Mrk142,r,58652.133,1.491,0.007
Mrk142,r,58653.142,1.469,0.008
Mrk142,r,58653.261,1.499,0.007
Mrk142,i,58424.503,1.246,0.017
Mrk142,i,58425.48,1.248,0.02
Mrk142,i,58426.489,1.224,0.015
Mrk142,i,58427.485,1.228,0.018
Mrk142,i,58429.474,1.234,0.014
Mrk142,i,58430.48,1.225,0.014
Mrk142,i,58431.457,1.23,0.015
Mrk142,i,58436.455,1.196,0.016
Mrk142,i,58437.495,1.215,0.016
Mrk142,i,58438.439,1.194,0.014
Mrk142,i,58439.437,1.161,0.017
Mrk142,i,58441.435,1.201,0.014
Mrk142,i,58442.467,1.188,0.019
Mrk142,i,58443.429,1.212,0.015
Mrk142,i,58447.462,1.207,0.108
Mrk142,i,58449.451,1.24,0.015
Mrk142,i,58450.463,1.211,0.016
Mrk142,i,58451.413,1.22,0.015
Mrk142,i,58456.443,1.219,0.014
Mrk142,i,58466.413,1.229,0.013
Mrk142,i,58467.33,1.232,0.007
Mrk142,i,58471.378,1.225,0.018
Mrk142,i,58472.409,1.234,0.015
Mrk142,i,58473.386,1.239,0.017
Mrk142,i,58473.526,1.212,0.007
Mrk142,i,58474.336,1.185,0.053
Mrk142,i,58475.369,1.183,0.015
Mrk142,i,58475.371,1.208,0.019
Mrk142,i,58476.381,1.22,0.017
Mrk142,i,58476.406,1.216,0.013
Mrk142,i,58477.339,1.167,0.019
Mrk142,i,58477.351,1.209,0.013
Mrk142,i,58478.362,1.176,0.011
Mrk142,i,58480.35,1.203,0.008
Mrk142,i,58483.469,1.218,0.004
Mrk142,i,58486.018,1.198,0.012
Mrk142,i,58486.466,1.211,0.005
Mrk142,i,58487.005,1.198,0.013
Mrk142,i,58487.279,1.213,0.006
Mrk142,i,58487.348,1.202,0.015
Mrk142,i,58487.636,1.207,0.005
Mrk142,i,58488.083,1.201,0.012
Mrk142,i,58488.378,1.213,0.012
Mrk142,i,58488.492,1.24,0.025
Mrk142,i,58488.524,1.221,0.006
Mrk142,i,58488.565,1.214,0.005
Mrk142,i,58489.069,1.212,0.012
Mrk142,i,58489.655,1.207,0.005
Mrk142,i,58490.474,1.217,0.004
Mrk142,i,58491.082,1.22,0.011
Mrk142,i,58491.288,1.215,0.006
Mrk142,i,58491.531,1.214,0.004
Mrk142,i,58491.988,1.192,0.012
Mrk142,i,58492.539,1.202,0.005
Mrk142,i,58493.505,1.196,0.005
Mrk142,i,58494.103,1.185,0.012
Mrk142,i,58494.468,1.19,0.005
Mrk142,i,58495.259,1.201,0.006
Mrk142,i,58495.979,1.194,0.012
Mrk142,i,58496.468,1.205,0.005
Mrk142,i,58496.948,1.182,0.013
Mrk142,i,58497.492,1.214,0.004
Mrk142,i,58498.021,1.203,0.012
Mrk142,i,58498.246,1.214,0.01
Mrk142,i,58498.94,1.218,0.012
Mrk142,i,58499.443,1.223,0.005
Mrk142,i,58500.443,1.241,0.008
Mrk142,i,58500.463,1.237,0.004
Mrk142,i,58500.589,1.237,0.004
Mrk142,i,58502.35,1.226,0.014
Mrk142,i,58502.444,1.237,0.006
Mrk142,i,58503.036,1.235,0.012
Mrk142,i,58503.301,1.214,0.015
Mrk142,i,58503.307,1.244,0.008
Mrk142,i,58503.43,1.243,0.005
Mrk142,i,58503.528,1.265,0.017
Mrk142,i,58504.081,1.227,0.013
Mrk142,i,58504.441,1.31,0.026
Mrk142,i,58504.473,1.237,0.005
Mrk142,i,58504.52,1.223,0.028
Mrk142,i,58505.396,1.245,0.005
Mrk142,i,58505.45,1.246,0.006
Mrk142,i,58505.484,1.255,0.009
Mrk142,i,58506.474,1.252,0.004
Mrk142,i,58506.503,1.252,0.006
Mrk142,i,58507.016,1.246,0.012
Mrk142,i,58507.298,1.238,0.008
Mrk142,i,58507.342,1.238,0.006
Mrk142,i,58507.391,1.255,0.005
Mrk142,i,58508.042,1.235,0.012
Mrk142,i,58508.227,1.252,0.006
Mrk142,i,58508.293,1.244,0.008
Mrk142,i,58508.49,1.263,0.005
Mrk142,i,58509.303,1.275,0.008
Mrk142,i,58509.419,1.273,0.007
Mrk142,i,58509.981,1.222,0.03
Mrk142,i,58510.265,1.266,0.007
Mrk142,i,58510.474,1.29,0.006
Mrk142,i,58510.475,1.278,0.005
Mrk142,i,58511.218,1.291,0.012
Mrk142,i,58511.266,1.275,0.007
Mrk142,i,58512.285,1.302,0.023
Mrk142,i,58513.164,1.285,0.012
Mrk142,i,58514.03,1.289,0.012
Mrk142,i,58514.526,1.298,0.007
Mrk142,i,58514.994,1.287,0.012
Mrk142,i,58515.205,1.286,0.005
Mrk142,i,58515.312,1.285,0.006
Mrk142,i,58516.178,1.278,0.011
Mrk142,i,58516.303,1.265,0.006
Mrk142,i,58516.429,1.269,0.005
Mrk142,i,58517.01,1.266,0.011
Mrk142,i,58518.117,1.263,0.012
Mrk142,i,58518.317,1.261,0.011
Mrk142,i,58518.361,1.264,0.005
Mrk142,i,58518.945,1.265,0.012
Mrk142,i,58519.521,1.264,0.005
Mrk142,i,58519.955,1.266,0.011
Mrk142,i,58520.935,1.303,0.013
Mrk142,i,58521.403,1.322,0.008
Mrk142,i,58521.483,1.264,0.005
Mrk142,i,58522.288,1.283,0.006
Mrk142,i,58523.009,1.283,0.012
Mrk142,i,58523.235,1.283,0.005
Mrk142,i,58524.043,1.283,0.012
Mrk142,i,58524.93,1.285,0.012
Mrk142,i,58526.263,1.301,0.006
Mrk142,i,58526.476,1.327,0.006
Mrk142,i,58526.92,1.288,0.013
Mrk142,i,58527.187,1.308,0.006
Mrk142,i,58527.201,1.319,0.011
Mrk142,i,58527.905,1.312,0.013
Mrk142,i,58528.214,1.326,0.01
Mrk142,i,58529.462,1.313,0.007
Mrk142,i,58530.172,1.323,0.008
Mrk142,i,58531.36,1.334,0.013
Mrk142,i,58531.374,1.307,0.006
Mrk142,i,58532.163,1.3,0.02
Mrk142,i,58532.201,1.29,0.009
Mrk142,i,58533.154,1.283,0.017
Mrk142,i,58534.342,1.3,0.008
Mrk142,i,58534.343,1.31,0.012
Mrk142,i,58535.03,1.29,0.012
Mrk142,i,58535.201,1.271,0.01
Mrk142,i,58535.872,1.29,0.012
Mrk142,i,58536.198,1.298,0.006
Mrk142,i,58538.091,1.304,0.013
Mrk142,i,58538.197,1.292,0.007
Mrk142,i,58538.327,1.286,0.005
Mrk142,i,58539.028,1.284,0.012
Mrk142,i,58539.246,1.282,0.007
Mrk142,i,58539.378,1.301,0.006
Mrk142,i,58540.278,1.275,0.005
Mrk142,i,58540.458,1.278,0.005
Mrk142,i,58542.262,1.253,0.007
Mrk142,i,58542.465,1.269,0.005
Mrk142,i,58543.23,1.238,0.006
Mrk142,i,58543.236,1.254,0.005
Mrk142,i,58543.533,1.262,0.007
Mrk142,i,58544.174,1.245,0.009
Mrk142,i,58544.191,1.255,0.006
Mrk142,i,58544.382,1.26,0.004
Mrk142,i,58545.059,1.271,0.011
Mrk142,i,58545.144,1.205,0.025
Mrk142,i,58545.443,1.25,0.004
Mrk142,i,58545.884,1.234,0.012
Mrk142,i,58546.209,1.245,0.008
Mrk142,i,58546.41,1.246,0.008
Mrk142,i,58546.886,1.244,0.012
Mrk142,i,58547.296,1.242,0.007
Mrk142,i,58547.341,1.256,0.004
Mrk142,i,58547.905,1.241,0.011
Mrk142,i,58548.171,1.243,0.016
Mrk142,i,58548.548,1.248,0.029
Mrk142,i,58548.898,1.225,0.012
Mrk142,i,58549.134,1.222,0.005
Mrk142,i,58549.201,1.216,0.007
Mrk142,i,58550.297,1.234,0.005
Mrk142,i,58550.362,1.214,0.015
Mrk142,i,58551.425,1.242,0.008
Mrk142,i,58552.535,1.219,0.005
Mrk142,i,58553.156,1.212,0.009
Mrk142,i,58554.424,1.268,0.01
Mrk142,i,58554.89,1.219,0.012
Mrk142,i,58555.378,1.223,0.004
Mrk142,i,58555.907,1.265,0.011
Mrk142,i,58556.365,1.22,0.005
Mrk142,i,58556.463,1.234,0.013
Mrk142,i,58556.869,1.251,0.012
Mrk142,i,58557.155,1.206,0.006
Mrk142,i,58557.296,1.229,0.005
Mrk142,i,58557.873,1.253,0.012
Mrk142,i,58558.436,1.24,0.005
Mrk142,i,58558.488,1.237,0.005
Mrk142,i,58558.877,1.282,0.012
Mrk142,i,58559.285,1.254,0.009
Mrk142,i,58559.291,1.246,0.005
Mrk142,i,58559.857,1.228,0.018
Mrk142,i,58560.17,1.241,0.016
Mrk142,i,58560.257,1.263,0.011
Mrk142,i,58560.441,1.264,0.005
Mrk142,i,58560.864,1.255,0.013
Mrk142,i,58561.094,1.241,0.008
Mrk142,i,58561.243,1.272,0.005
Mrk142,i,58561.346,1.256,0.008
Mrk142,i,58561.883,1.266,0.014
Mrk142,i,58562.156,1.259,0.007
Mrk142,i,58562.241,1.266,0.005
Mrk142,i,58562.457,1.234,0.017
Mrk142,i,58562.865,1.262,0.012
Mrk142,i,58563.241,1.273,0.005
Mrk142,i,58563.393,1.243,0.026
Mrk142,i,58563.888,1.279,0.012
Mrk142,i,58564.284,1.281,0.01
Mrk142,i,58564.331,1.285,0.005
Mrk142,i,58564.897,1.28,0.012
Mrk142,i,58565.151,1.277,0.008
Mrk142,i,58565.251,1.289,0.005
Mrk142,i,58565.925,1.279,0.012
Mrk142,i,58566.096,1.272,0.005
Mrk142,i,58566.151,1.267,0.007
Mrk142,i,58566.26,1.297,0.014
Mrk142,i,58567.145,1.259,0.012
Mrk142,i,58568.144,1.248,0.005
Mrk142,i,58568.152,1.234,0.008
Mrk142,i,58568.434,1.263,0.005
Mrk142,i,58569.133,1.239,0.011
Mrk142,i,58570.177,1.225,0.011
Mrk142,i,58570.305,1.242,0.004
Mrk142,i,58571.188,1.21,0.007
Mrk142,i,58571.24,1.234,0.004
Mrk142,i,58571.476,1.234,0.004
Mrk142,i,58572.148,1.211,0.009
Mrk142,i,58574.146,1.248,0.011
Mrk142,i,58574.359,1.193,0.006
Mrk142,i,58575.172,1.186,0.009
Mrk142,i,58576.209,1.207,0.007
Mrk142,i,58576.298,1.202,0.005
Mrk142,i,58576.359,1.227,0.006
Mrk142,i,58577.147,1.205,0.007
Mrk142,i,58578.134,1.203,0.008
Mrk142,i,58579.155,1.205,0.007
Mrk142,i,58579.27,1.214,0.005
Mrk142,i,58580.135,1.209,0.007
Mrk142,i,58580.458,1.211,0.005
Mrk142,i,58581.156,1.224,0.007
Mrk142,i,58582.156,1.232,0.007
Mrk142,i,58582.235,1.247,0.005
Mrk142,i,58583.262,1.249,0.005
Mrk142,i,58583.915,1.256,0.011
Mrk142,i,58584.306,1.246,0.007
Mrk142,i,58584.865,1.257,0.012
Mrk142,i,58586.341,1.258,0.01
Mrk142,i,58586.881,1.27,0.012
Mrk142,i,58587.178,1.266,0.008
Mrk142,i,58587.872,1.236,0.013
Mrk142,i,58588.169,1.254,0.007
Mrk142,i,58588.331,1.233,0.005
Mrk142,i,58588.875,1.218,0.012
Mrk142,i,58589.277,1.224,0.005
Mrk142,i,58589.35,1.243,0.012
Mrk142,i,58589.863,1.277,0.022
Mrk142,i,58590.108,1.236,0.007
Mrk142,i,58590.208,1.244,0.008
Mrk142,i,58590.336,1.231,0.005
Mrk142,i,58590.896,1.249,0.012
Mrk142,i,58591.159,1.232,0.009
Mrk142,i,58591.277,1.235,0.005
Mrk142,i,58592.16,1.232,0.009
Mrk142,i,58592.3,1.202,0.005
Mrk142,i,58592.898,1.222,0.012
Mrk142,i,58593.169,1.223,0.008
Mrk142,i,58593.231,1.222,0.007
Mrk142,i,58593.344,1.227,0.005
Mrk142,i,58593.902,1.221,0.012
Mrk142,i,58594.17,1.212,0.008
Mrk142,i,58594.917,1.237,0.011
Mrk142,i,58595.192,1.214,0.013
Mrk142,i,58595.409,1.228,0.005
Mrk142,i,58595.911,1.243,0.011
Mrk142,i,58596.291,1.25,0.006
Mrk142,i,58597.121,1.244,0.006
Mrk142,i,58597.248,1.268,0.008
Mrk142,i,58597.302,1.255,0.004
Mrk142,i,58598.173,1.242,0.005
Mrk142,i,58598.184,1.276,0.007
Mrk142,i,58598.381,1.251,0.005
Mrk142,i,58599.199,1.272,0.007
Mrk142,i,58599.247,1.256,0.005
Mrk142,i,58600.199,1.276,0.008
Mrk142,i,58602.155,1.253,0.008
Mrk142,i,58603.188,1.277,0.008
Mrk142,i,58604.21,1.259,0.007
Mrk142,i,58604.252,1.244,0.006
Mrk142,i,58605.139,1.23,0.005
Mrk142,i,58605.19,1.259,0.008
Mrk142,i,58605.248,1.238,0.004
Mrk142,i,58607.167,1.243,0.007
Mrk142,i,58607.26,1.238,0.006
Mrk142,i,58607.282,1.233,0.004
Mrk142,i,58608.222,1.237,0.008
Mrk142,i,58609.149,1.24,0.009
Mrk142,i,58609.26,1.23,0.006
Mrk142,i,58610.183,1.234,0.012
Mrk142,i,58610.25,1.221,0.004
Mrk142,i,58611.159,1.223,0.006
Mrk142,i,58611.236,1.232,0.007
Mrk142,i,58611.327,1.22,0.005
Mrk142,i,58612.173,1.217,0.006
Mrk142,i,58612.356,1.209,0.005
Mrk142,i,58615.176,1.208,0.012
Mrk142,i,58615.338,1.212,0.005
Mrk142,i,58617.17,1.179,0.009
Mrk142,i,58618.176,1.216,0.011
Mrk142,i,58618.322,1.192,0.005
Mrk142,i,58619.182,1.184,0.013
Mrk142,i,58619.319,1.197,0.005
Mrk142,i,58620.202,1.171,0.009
Mrk142,i,58621.232,1.2,0.011
Mrk142,i,58621.232,1.202,0.01
Mrk142,i,58622.178,1.201,0.014
Mrk142,i,58622.225,1.235,0.008
Mrk142,i,58623.207,1.24,0.007
Mrk142,i,58625.19,1.233,0.006
Mrk142,i,58625.23,1.245,0.008
Mrk142,i,58626.187,1.247,0.008
Mrk142,i,58627.129,1.255,0.005
Mrk142,i,58627.167,1.238,0.007
Mrk142,i,58627.256,1.255,0.004
Mrk142,i,58628.185,1.277,0.008
Mrk142,i,58629.273,1.264,0.005
Mrk142,i,58630.188,1.269,0.008
Mrk142,i,58630.286,1.26,0.005
Mrk142,i,58631.199,1.265,0.006
Mrk142,i,58631.258,1.259,0.005
Mrk142,i,58632.168,1.291,0.021
Mrk142,i,58633.129,1.237,0.006
Mrk142,i,58633.19,1.286,0.008
Mrk142,i,58633.301,1.257,0.004
Mrk142,i,58639.286,1.261,0.005
Mrk142,i,58641.182,1.263,0.006
Mrk142,i,58642.169,1.279,0.006
Mrk142,i,58643.157,1.287,0.006
Mrk142,i,58643.29,1.265,0.005
Mrk142,i,58644.273,1.264,0.005
Mrk142,i,58645.283,1.258,0.005
Mrk142,i,58649.154,1.257,0.007
Mrk142,i,58649.263,1.243,0.005
Mrk142,i,58650.138,1.262,0.007
Mrk142,i,58650.27,1.25,0.005
Mrk142,i,58651.138,1.261,0.007
Mrk142,i,58651.269,1.251,0.005
Mrk142,i,58652.138,1.227,0.006
Mrk142,i,58653.146,1.214,0.011
Mrk142,i,58653.264,1.247,0.005
Mrk142,z,58483.472,1.014,0.006
Mrk142,z,58486.468,1.011,0.006
Mrk142,z,58487.638,1.009,0.006
Mrk142,z,58488.567,1.013,0.006
Mrk142,z,58489.657,0.999,0.006
Mrk142,z,58490.476,1.004,0.006
Mrk142,z,58491.533,1.007,0.006
Mrk142,z,58492.542,0.996,0.006
Mrk142,z,58493.507,0.998,0.006
Mrk142,z,58494.47,0.99,0.006
Mrk142,z,58496.471,1.003,0.006
Mrk142,z,58497.494,1.007,0.006
Mrk142,z,58499.445,1.009,0.006
Mrk142,z,58500.465,1.028,0.006
Mrk142,z,58500.599,1.021,0.006
Mrk142,z,58503.432,1.042,0.007
Mrk142,z,58504.475,1.023,0.007
Mrk142,z,58505.399,1.036,0.007
Mrk142,z,58506.479,1.031,0.006
Mrk142,z,58507.393,1.047,0.006
Mrk142,z,58508.492,1.047,0.006
Mrk142,z,58510.478,1.051,0.006
Mrk142,z,58518.363,1.047,0.006
Mrk142,z,58519.523,1.047,0.006
Mrk142,z,58540.461,1.065,0.006
Mrk142,z,58542.467,1.053,0.006
Mrk142,z,58543.535,1.017,0.009
Mrk142,z,58544.384,1.048,0.006
Mrk142,z,58545.446,1.054,0.006
Mrk142,z,58547.343,1.045,0.006
Mrk142,z,58548.55,0.978,0.024
Mrk142,z,58550.299,1.039,0.006
Mrk142,z,58552.537,1.032,0.006
Mrk142,z,58555.38,1.021,0.006
Mrk142,z,58556.367,1.028,0.006
Mrk142,z,58557.298,1.027,0.006
Mrk142,z,58558.439,1.023,0.006
Mrk142,z,58558.491,1.017,0.006
Mrk142,z,58559.294,1.034,0.006
Mrk142,z,58560.444,1.031,0.006
Mrk142,z,58561.246,1.04,0.006
Mrk142,z,58562.244,1.061,0.006
Mrk142,z,58563.244,1.053,0.006
Mrk142,z,58564.334,1.063,0.006
Mrk142,z,58565.254,1.071,0.006
Mrk142,z,58566.263,1.071,0.01
Mrk142,z,58568.437,1.034,0.006
Mrk142,z,58570.308,1.039,0.006
Mrk142,z,58571.243,1.012,0.006
Mrk142,z,58571.481,1.016,0.006
Mrk142,z,58576.301,1.001,0.006
Mrk142,z,58579.273,1.013,0.006
Mrk142,z,58580.461,1.004,0.006
Mrk142,z,58588.334,1.038,0.006
Mrk142,z,58589.28,1.045,0.006
Mrk142,z,58590.339,1.038,0.006
Mrk142,z,58592.303,1.022,0.006
Mrk142,z,58593.347,1.007,0.006
Mrk142,z,58595.412,1.024,0.006
Mrk142,z,58597.307,1.047,0.006
Mrk142,z,58598.384,1.023,0.006
Mrk142,z,58599.25,1.049,0.006
Mrk142,z,58605.251,1.039,0.006
Mrk142,z,58607.285,1.047,0.006
Mrk142,z,58610.255,1.038,0.006
Mrk142,z,58611.33,1.014,0.006
Mrk142,z,58612.359,1.001,0.006
Mrk142,z,58615.341,0.995,0.006
Mrk142,z,58618.325,0.996,0.006
Mrk142,z,58619.323,0.996,0.006
Mrk142,z,58627.259,1.03,0.006
Mrk142,z,58629.276,1.039,0.006
Mrk142,z,58630.289,1.039,0.006
Mrk142,z,58631.261,1.021,0.006
Mrk142,z,58633.304,1.049,0.006
Mrk142,z,58639.289,1.052,0.006
Mrk142,z,58643.292,1.033,0.006
Mrk142,z,58644.275,1.042,0.006
Mrk142,z,58645.286,1.059,0.006
Mrk142,z,58650.272,1.037,0.006
Mrk142,z,58651.271,1.048,0.006
Mrk142,z,58653.267,1.041,0.006
